,0
12086," L’école de la République… bien sûr qu’on se construit en transgressant, mais, à la minute où il n’y a plus de règle, quelle transgression est-elle possible ? L’école de la République c’est l’école des limites et des frontières, l’école où on apprend que tout ne se vaut pas, que tout n’est pas permis et que l’enfant n’est pas l’égal du maître, que le maître a la légitimité du savoir… La responsabilité c’est une affaire de limite, c’est une question de frontière, moraliser le capitalisme peut remettre en question cette idée folle que pour faire du profit la fin justifierait tous les moyens, que l’appât du gain échapperait à tout jugement moral, eh bien c’est poser des limites et tracer des frontières"
12087," Quant à la tête de notre pays je me suis battu contre les paradis fiscaux, ce n’était pas une frontière fiscale, c’était une frontière morale entre ce qu’on peut faire et ce qu’on ne doit pas faire"
12088," Mes chers compatriotes ! Nous avons le droit de choisir, de choisir ce que nous mangeons, la traçabilité est un droit, l’étiquetage est une liberté et c’est sur la frontière que se gagne cette liberté et ce droit ; Nous avons le droit de choisir qui nous accueillons chez nous, c’est un droit que personne ne peut nous contester ; Nous avons le droit de défendre nos coutumes, nos pratiques, nos traditions, notr e identité, ce n’est pas une maladie que d’avoir une identité"
12089," Je voudrais rappeler que, pour échanger avec les autres, il vaut mieux avoir quelque chose à échanger, que pour vanter la diversité peut-être qu’il faut accepter la pluralité des identités, car, le jour où il n’y a plus d’identité, qu’est-ce qu’on partage, qu’est-ce qu’on échange, qu’est-ce qu’on construit ? On ne gagne jamais en cherchant à imiter les autres"
12090," Nous n’avons pas le choix, il nous faut tirer le meilleur parti de nous-mêmes, de nos ressources, de notre culture, de nos institutions, il nous faut organiser une multitude de résistances (petites et grandes) pour conserver ce qui nous fait être différents des autres"
12091," Je veux être la cohérence, le catalysateur (sic) de cette multitude de résistances qui fait qu’on gardera nos modes de vie, nos territoires, nos valeurs, notre morale, notre culture, notre langue, notre cinéma, c’est par cette multitude de résistances que nous resterons ce que nous sommes, un peuple libre, un peuple pudique, un peuple fier, un peuple que personne ne peut contrôler et à qui personne ne peut interdire de prendre la parole"
12092," Je vais même dire autre chose - je sais que ça fera parler, mais tant mieux, après tout il vaut mieux faire des discours qu’on commente plutôt que des discours tellement creux que personne n’en parle - je ne vise personne, mais, si vous pensez à quelqu’un, je ne peux pas vous donner tort… Et pour que l’Europe avance, il nous faut… pour que l’Europe avance, il nous faut à la fois converger et diverger, c’est une idée qui me tient à coeur, converger et diverger, je veux le dire à tous les Français à quelques jours de ce scrutin historique, oui en Europe il nous faudra diverger, diverger sur la langue, il n’y a pas que l’anglais en Europe, il y a le français… diverger sur l’art, sur la littérature, sur la musique, sur la culture, je ne veux pas d’une Europe où il n’y aurait qu’une seule culture ; Je ne veux pas de la marchandisation de la culture, je veux que nous gardions comme un trésor le fait que la France est sans doute le seul pays où je peux m’adresser à 120"
12093,"000 personnes sur la place de La Concorde en citant Victor HUGO et PEGUY et en rajoutant MALAPARTE, c’est la France, et peu m’importe que nous passions pour étrange pour les autres, c’est la France et en France la littérature, le livre, le cinéma, la musique, le théâtre ça fait partie… ça fait partie… Eh oui ! Parce que nos idées sont les seules que veulent entendre le peuple de France bien sûr"
12094," 1167 Mes chers amis ! Diverger et converger, mais en même temps je le conduirai à la convergence sur la fiscalité pour qu’il n’y ait plus de dumping sur le droit des affaires, sur la discipline budgétaire, sur la politique économique"
12095," Alors c’est encore une question de frontière et j’espère vous avoir convaincus de cela, que c’est un sujet essentiel"
12096," Mais où la tracer cette frontière ? Entre la fermeture (dont je ne veux pas) et la dilution (dont je ne veux pas), je vous propose de trouver la ligne de la raison et la raison c’est une identité française"
12097," Si nous faisons cela, alors nous ferons reculer la peur de l’avenir, alors nous engagerons la ré-industrialisation, alors nous renouerons avec la croissance"
12098," La croissance à venir va dépendre de notre décision le 6 mai, on ne créera pas la croissance en embauchant 60"
12099,"000 fonctionnaires, en augmentation les allocations, en réduisant la durée du travail, en augmentant les dépenses de fonctionnement, en alourdissant le coût du travail, la remise en cause de la réforme des retraites, le doublement de la prime de rentrée scolaire, les embauches de fonctionnaires, la hausse du SMIC, ça fait plaisir au moment où on l’annonce mais cela prépare mes chers compatriotes – chacun est placé devant ses responsabilités – à un matraquage fiscal sans précédent des classes moyennes sur lequel repose l’avenir de la France"
12100," Ce programme là, ce n’est pas un problème… ce n’est pas un programme de croissance, c’est un programme de récession"
12101," La croissance, dans les circonstances actuelles, nous allons la construire en exigeant la réciprocité, parce que nos entrepr ises, nos agriculteurs, nos producteurs, ne peuvent pas être mis en concurrence avec des pays dont les entreprises, les producteurs, les agriculteurs ne respectent aucune des règles que nous imposons en Europe, ça ne peut plus durer, je mettrai un terme à cette folie"
12102," Je demanderai également que nous débattions de la monnaie, parce que si l’Euro est trop fort - et ici on sait ce que pèse AIRBUS fabriqué en Zone Euro et vendu en Dollar – la monnaie… parce que si l’Euro est fort, aucun gain de productivité demandé à nos ouvriers ne sera jamais suffisant pour compenser le handicap d’une monnaie trop chère, nous ne pouvons pas être la seule région du monde où le débat sur le taux de change est considéré comme inconvenant alors que le Yuan pour les Chinois est un élément du développement économique, que le Dollar pour les Américains est un élément de l’agressivité économique, je ne veux pas d’une Europe qui constate que l’Euro est trop fort et qui reste les bras ballants, en disant : « dommage » à chaque fois qu’on perd des parts de compétitivité à cause de la valeur de la monnaie"
12103," Mes chers amis ! Il n’y aura pas de renégociation de l’accord européen que j’ai négocié sans que la France respecte les règles de discipline budgétaires, je veux m’en expliquer une minute avec vous"
12104,"700 milliards de dette, c’est un besoin de financement de 180 milliards d’euros par an, c’est 42 milliards d’euros d’intérêt de la dette par an, si nous voulons retrouver la maîtrise de notre destin nous devons rembourser nos dettes, nous devons réduire nos dépenses, nous devons diminuer notre endettement, ce n’est pas un choix, ce n’est pas une alternative, c’est la décision d’un pays souverain"
12105," Regardez le désastre de la Grèce où les salaires ont diminué de 22,5% ! Qui paie l’incurie de dirigeants qui n’ont pas voulu prendre les décisions qu’il fallait prendre ? Le peuple ! Oh ! Certes, quand j’affrontais seul les manifestants contre la réforme de la retraite, il n’y avait pas de manifestation en Grèce, mais, aujourd’hui, qui envie le sort de la Grèce ? Et ici, je veux parler de nos amis espagnols, grand pays, avez-vous vu la situation où se trouve l’Espagne après 7 années d’un gouvernement socialiste qui n’a voulu faire aucun effort et prendre aucune décision ? C’est étrange, quand la campagne a commencé, monsieur HOLLANDE s’est précipité à Madrid pour rencontrer celui qui, à l’époque, était son modèle, monsieur ZAPATERO"
12106, J’aimerais savoir si monsieur HOLLANDE entend encore aujourd’hui poursuivre la même politique que celle qui a fait tant de succès en Espagne avec monsieur ZAPATERO
12107," J’aimerais savoir si c’est le sort enviable que monsieur HOLLANDE nous promet, la Grèce ou l’Espagne ? Non merci"
12108," La croissance, bien sûr la France la souhaite, la France la veut, la France s’est battue pour sauver l’euro, pour sauver l’Europe, la France a toujours refusé la rigueur et l’austérité"
